Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2006:Q4,Next40,20756192,26302026,10687562,1779831,1776614,6712545,1351387,3994088,5545834,4497860,928624,119350
2006:Q4,Bottom50,1389171,5842059,3442914,1032430,129511,527464,143271,566469,4452888,3058411,1281161,113316
2007:Q1,Top1,19114823,19718919,3040499,595816,6581428,1535167,4121008,3845000,604096,427645,44271,132180
2007:Q1,Next9,24108306,26551816,6927758,897545,4767973,6902340,2764849,4291352,2443510,2036444,203339,203727
2007:Q1,Next40,20529080,26088160,10460084,1795189,1829291,6775414,1308869,3919313,5559080,4528960,914103,116017
2007:Q1,Bottom50,1403256,5942435,3489165,1056013,136310,533382,153262,574303,4539179,3149397,1278459,111323
2007:Q2,Top1,19282532,19868428,2996694,604184,6781234,1606977,4047129,3832210,585896,426547,43498,115851
2007:Q2,Next9,24534771,27089355,6936609,901016,4911072,7062127,2943012,4335518,2554584,2099542,206693,248349
2007:Q2,Next40,20451489,26061429,10339826,1807084,1854310,6909221,1260651,3890337,5609940,4561939,927322,120679
2007:Q2,Bottom50,1349535,6034150,3519393,1079030,140849,551489,166086,577304,4684615,3249265,1299453,135897
2007:Q3,Top1,19559510,20148893,2962618,605483,6843279,1663570,3971984,4101959,589382,424449,44500,120433
2007:Q3,Next9,24994394,27579798,6887272,907599,4974367,7159815,3103680,4547065,2585404,2147065,211627,226712
2007:Q3,Next40,20584923,26254110,10251667,1816746,1860774,6992086,1216412,4116426,5669187,4593508,952796,122883
2007:Q3,Bottom50,1238980,6071289,3503336,1097529,143304,558767,177950,590402,4832309,3354426,1346630,131253
2007:Q4,Top1,19213340,19804664,2927163,607481,6441798,1637150,3884658,4306413,591324,428046,45452,117826
2007:Q4,Next9,24907040,27539560,6849833,913815,4754798,7197437,3138076,4685601,2632520,2171678,214238,246604
2007:Q4,Next40,20526046,26236623,10041767,1844607,1792213,7032624,1198745,4326668,5710577,4610134,971507,128936
2007:Q4,Bottom50,1113448,6051574,3472921,1108039,134500,547697,182854,605563,4938126,3415126,1378280,144720
2008:Q1,Top1,18620174,19216759,2800508,597949,5841181,1568710,3681082,4727329,596585,430501,50711,115373
2008:Q1,Next9,24519082,27192695,6709101,930672,4423040,7125677,2937121,5067084,2673613,2188369,210745,274499
2008:Q1,Next40,19814674,25524001,9611010,1877341,1709325,6995944,1226376,4104005,5709327,4614539,958830,135958
2008:Q1,Bottom50,1026563,6033836,3499382,1116522,122589,517428,184309,593606,5007273,3463189,1381723,162361
2008:Q2,Top1,18139593,18742247,2738329,581991,5567560,1552154,3515235,4786978,602654,432042,47887,122725
2008:Q2,Next9,24144332,26812891,6514754,954202,4273966,7181615,2770356,5117998,2668558,2241305,211560,215693
2008:Q2,Next40,19442931,25110691,9366452,1894755,1657281,7054767,1244057,3893379,5667760,4571745,968031,127984
2008:Q2,Bottom50,964872,5930254,3425324,1116859,115807,510000,185442,576822,4965382,3437779,1392975,134628
2008:Q3,Top1,17297417,17896421,2715525,576193,4750842,1479811,3330176,5043874,599004,429914,53878,115212
2008:Q3,Next9,23626286,26333690,6331252,962632,3768734,7123129,2810897,5337046,2707404,2197746,210038,299620
